,商品全名,用户评论时间,用户评论内容
502,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 14:20:02,心里很不平衡，十天就降1400以后买还是要慎重
503,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 13:57:47,非常好的产品，对我帮助很大！
504,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 13:27:45,第一次用苹果笔记本电脑，物流送过来包装完美，未开封，支持货到付款，含税价，非常不错?
505,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 12:57:19,挺好用的
506,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 12:43:41,有效的电话支持和保修日期，电池循环3次，（两次就更好了）犹豫不决中最后还是选择了京东，是正品，京东自营还是值得信赖的！电脑续航太差了，苹果真的要改进啊，还有接口的设计真#，要买转接头，预留了耳机接口但是手机又取消这种接口，好难理解！喜欢外观和做工，看着精致让人舒服，真是大爱！
507,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 11:54:22,小巧方便，便于携带，质量有保证，相信京东自营。
508,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 11:52:12,送货很及时，虽然不是京尊达，但是很准时，现在用了一下，应该是正品，比专卖店便宜很多。谢谢京东
509,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 11:34:13,大品牌，质量保证，物流配送快。
510,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 11:31:00,外观很好?！
511,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 11:08:56,一个月使用下来，对于新到手的2017款MacBook Pro 13&quot; 还是很满意的。虽然键盘手感对比起来不如2015款，不过它有更小的体积和重量，边框虽不如Dell XPS那样惊艳，但也比2015款减小不少。CPU的提升在日常使用中，特别是在数据处理中还是能够感受到的。同时在不跑计算的正常使用情况下，个人感觉续航比15款并没有减少太多（从大约7-8小时减少到6-7小时，非严谨测试），也能满足基本需求。
512,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 10:36:41,到手也好几天了，感觉不错，屏幕比较优秀，触控板超级棒。
513,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 10:14:53,颜值果然很高，西装革履的小哥也很给力，心心念念的本终于到手，开心
514,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 09:20:21,618价格还是很实惠，现在想买都没这个价了，支持多搞活动
515,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-02 06:46:24,此用户未填写评价内容
516,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 23:41:30,不好用 接口变了 原来的电源 转换接头都用不了。8g内存太慢了 13寸也小了点
517,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 23:34:46,买回来屏幕就碎了 也没人说要买保险 刚到手的就成二手货了  不相用了 大家别买这个娇贵的东西了 一下就几千
518,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 23:11:33,很喜欢，送过来的时候，快递很尊贵的递过来，很高贵的购物体验
519,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 23:02:37,1.物流是真的赞，京东京尊达专送，工作人员开车开了2个小时只为给我送这个电脑；2.开机查询的时候出现了小问题，反馈后派专人致电为我解决了这个问题，再次为京东的服务点赞；3.pro无论是从外观还是手感真的很精致，收货20天了并未发现有什么问题；3.系统用惯了window开始的时候肯定会有些不习惯，不建议安双系统，用一段时间习惯了就好；4.128G的内存，安装了office和ps和lr后，还有70多个G，办公绝对够了，如果东西过多，建议买一个移动硬盘，尽量少在电脑里放东西。5.后续如果遇见问题，会追加评论，618买的时候花了8899，以上供各位网友参考。
520,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 21:47:48,非常酷炫！！！！！已经适应了几天，用起来也非常的顺手了，今年就玩这一部就够啦
521,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 21:29:44,京东自营的物流很快，电脑很不错，没毛病
522,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 20:13:45,一如既往的惊艳，接口超前，必须配合扩展坞
523,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 20:04:46,第一次用苹果电脑，还在适应中，但感觉好帅气哦
524,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 19:00:05,好用啊 macOS撸代码神器
525,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 18:41:15,完美。屏幕看起来太舒服了，整个机子就像一个艺术品，苹果的东西摸起来真的太顺滑。
526,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 18:18:09,用win的，这个想必很不习惯，而且什么都不兼容，做好准备吧。如果你不考虑这些，再考虑入手吧。
527,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 17:00:07,蛮无语的 买个电脑 第二天就出现问题 打了半天苹果客服才解决 发票也出现问题 老半天也没人回复 给一个教训 下次还是去实体店买吧
528,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 16:15:14,还是挺可以的，苹果系统很不错，用起来很爽，不过建议不要买128的，真的不够用，还有就是QQ和微信只能同时登录1个，不能登录多个，这个是系统的限制，最后说一下，触控板，触控手势真的很好用哈哈。
529,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 16:01:30,东西正品，真心不错，给五星
530,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 15:42:45,还是很不错的，快递小哥也很负责任。电脑也挺漂亮的，就是要买好多配件，感觉还有好多钱要花。
531,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 13:26:54,心心念念的一款笔记本终于到手了，外形颜值没说了，家里所有电器、电子产品都是京东了！值得信赖！
532,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 13:03:11,包装有点尴尬，机器还是不错的，第二次购买了，相信京东
533,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 12:29:54,不错，非常好，京东物流真速度，经济又实惠！
534,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 12:22:27,刚开始用，系统有点用不习惯，边用边学习，使用过程未见有发热，很喜欢！
535,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 12:20:56,刚开始使用，还真有一点点不习惯苹果系统。
536,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 11:36:27,应该不错，就是用着实在不舒服！需要时间适应，还有些软件找不到，浏览器都找不到，这都需要科学上网？还用不明白。
537,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 10:09:20,终于收到我需要的宝贝了，与卖家描述的完全一致！发货速度非常快，包装非常仔细、严实。物流公司服务态度很好，运送速度很快，送达时间超准时，很满意的一次购物。
538,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 09:28:35,很棒的正品，值得推荐啊。
539,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-07-01 08:34:05,就是好
540,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 23:58:24,挺好的挺好的挺好的
541,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 22:54:10,"非常给力!用了一周多,体验很棒!"
542,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 22:48:04,京东品质有保障 支持 满分！
543,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 22:18:04,第一次使用MacBook pro，期待
544,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 19:08:36,满意
545,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 16:48:57,第一次买mac，做开发用了真的回不去了
546,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 16:24:42,很不错的宝贝，为京东的服务包括物流和保价 售后非常不错
547,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 16:07:09,"在mac和国产机里面纠结，最终决定了买Pro.理由无非是大家都知道的：系统流畅，方便携带，体验感好。咬牙狠心买了带touch-bar的，都是入了电子产品买信不买旧的大坑啊！bar的确好玩儿，但个人的建议是，对于非程序员的普通用户来讲，预算不够的话入手不带bar的就行。目前贫民窟小公主已开始狂吃土&hellip;&hellip;
因为急着入手，617秒杀12599入手，幸好没有等到618，已经涨成了13000+，凌晨下单下午送到，京尊达还是保持了速度。但是开机激活之后就开始闪屏花屏，心都痛了，看评论很多人都出现过这个问题。机子验证没问题，应该是真机，不过序列号验证保修期是错的，电话技术支持已失效，打了苹果客服第二天就修改过了。目前使用体验都挺好的，续航没有官方宣传的那么好，但是也不错，要知道配置与续航肯定是成反比的。使用过程中出现过两个问题：一、重启开机密码怎么输都不正确完全进入不了系统，各种折腾第二天才让客服指导下解决了这个问题。二、截屏常常出现在屏幕上留下去不掉的小图标这个问题，开什么页面都会有遮挡，很恶心，除非重启才消失掉&hellip;&hellip;秒杀或者活动的时候，还是很值得入手的，苹果的品控还是可以的。"
548,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 12:24:46,京东的物流速度依然那么快，东西质量也没有问题！
549,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 11:37:07,惊艳啊，外观美的不可言喻，性能也好
550,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 11:02:59,工作需要买了一个Mac，用起来感觉不错。
551,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 10:44:41,一直纠结买13.3还是15.4，后来用来朋友12寸的MacBook 觉得也没那么小，就买来这个13.3寸的，还是很精致的，官网查了是新的，就是键盘用起来没有那种清脆的手感，可能是不习惯吧，还在熟悉一下系统和快捷键什么的，本来还打算买个鼠标，用来这款的触控板以后，发现这么大，完全够用啊，加上手势什么的，不需要买鼠标了，算是一个惊喜吧，刚收到，以后再来追加评价
552,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 09:45:09,还不错，就是充电线吓我一跳
553,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 08:29:17,第一次买苹果电脑，还是那么给力。
554,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 08:16:12,正网上查询了，是正品，很好，物流特别不错，专送。
555,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 02:49:43,价格便宜 送货速度快
556,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 02:49:37,价格便宜 送货速度快
557,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 02:43:52,价格便宜 送货速度快
558,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 02:43:43,价格便宜 送货速度快
559,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 02:41:25,价格便宜 送货速度快
560,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 02:41:19,价格便宜 送货速度快
561,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 01:10:49,用了两个星期特来评价，电脑呢颜值高，这也是京东最大的一次消费了吧，一直在关注，一直说没货，看到有货后立即下单，第二天到，总的来说用来办公绝对是强，就是type-c接口有点少，只有两个。电脑有的时候有点烫，希望用来做设计可以灵感吧
562,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-30 00:27:38,电脑很有质感，还没怎么熟悉使用，听说设计必备，就是有点贵了，618买的，还是普通配送，并没有京尊达送
563,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 23:47:17,很不错，目前还没有出现什么问题。
564,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 21:23:43,收到货的第二天才注意到，仔细看充电器上是有许多划痕的，现在严重怀疑电脑和充电器一样是翻新的。
565,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 21:08:04,给儿子买的，他非常的喜欢，收到后就一直在鼓捣呢！
566,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 20:19:22,非常漂亮，只是外壳上的logo不亮了有些失落
567,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 19:17:40,电脑不错，很漂亮，第一次用，系统在熟悉中，键盘有点不习惯，慢慢来适用吧。
568,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 19:11:16,如此好看好用，高端大气上档次
569,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 19:00:19,散热一般、其它都还不错的！
570,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 18:56:35,信赖京东，不错，送货快。
571,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 18:45:42,质感完美，就是一件艺术品，爱不释手，还没玩转，以后追平，喜欢喜欢非常喜欢
572,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 18:28:48,很舒服，本来怕性能不够用，后来发现差不多也刚好，用mac还是舒服的
573,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 18:23:24,整体不错&hellip;&hellip;用着很好&hellip;&hellip;喜欢喜欢 很喜欢&hellip;&hellip;感觉自己不知不觉要成为果粉了&hellip;&hellip;
574,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 17:42:05,夏天散热是个问题。
575,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 15:15:12,买后降价了，屏幕太小，想买大点的15.4，慢慢习惯系统中，很多不一样............................................................................
576,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 15:09:01,"刚买到不久，外观很美很舒服。就是回来拆开发现充电线有点儿异味，然后还掉白色的粉粉，我一度怀疑充电线不是原装哈哈哈，后来就好了
说好的要送的电脑包已经在配送了，后来也不知道为什么突然没有了，问了客服也不清楚，可能是因为数量什么的，没有赠品了吧
不过京东的客服小哥还是很用心的，还有快递员很负责任了。不在家，是妈妈帮我取的快递，然后我填错了地址，电话号码也不对，联系客服帮我改，说跨地区不能改了，结果还是收到了，挺开心的。就是京东跟别的平台不一样，不能联系客服改地址，有点麻烦，不过京豆减了很多钱，开心"
577,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 15:01:32,老婆说用完Mac，在用其他笔记本就不忍直视了，回不去了
578,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 14:45:58,在京东上买东西，品质一如既往的好。速度快。质量高。
579,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 14:41:27,电池循环3次，这个循环次数不清楚是怎么来的。
580,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 14:18:38,非常棒，还在研究中
581,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 13:25:23,MacBook Pro 新品增加的touch bar功能显示丰富，有很多快捷处理，挺炫酷实用，但是感觉键盘手感没老款舒适，无键程。至于其他都很优秀吧，质感细腻大气，系统开发办公效率高，视频音质都很出色。
582,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 13:22:42,MacBook Pro 新品增加的touch bar功能显示丰富，有很多快捷处理，挺炫酷实用，但是感觉键盘手感没老款舒适，无键程。至于其他都很优秀吧，质感细腻大气，系统开发办公效率高，视频音质都很出色。
583,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 13:01:18,感谢京东的服务！
584,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 12:37:54,以前不知道评价有什么用浪费豆子。买买买成了习惯，现在几乎所有大人小孩的都在这采购，质量好正品新的过，售后要加强
585,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 11:13:06,简直就是垃圾，新买的机器都没有用，6月4号买的，忙于装修，一直没用，今天用的时候，居然是出现屏幕问题，京东已过时间为由，让我自己去鉴定，我用都没用过鉴定什么？？！！！！我是苹果厂家的质检部门吗？？坚决投诉维权！！！坚持到底，市长热线，12315我要打爆，一直到解决为止！
586,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 10:57:08,"马上用 漂亮得很
物流太给力 高大上的物流 京尊达"
587,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 10:26:08,苹果值得购买，给媳妇修图用，用用再来评价
588,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 09:54:44,不错，第一次用
589,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 09:47:36,用着挺好，没啥问题目前。
590,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 09:20:06,好用
591,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 09:11:13,京尊达，服务厉害了，美女送货上门，买完才发现笔记本没有usb接口...
592,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 08:51:00,很轻薄，方便，第一次用mac，只用了一会，就爱不释手，推荐，包装很好，没有划痕，物流是个小姐姐服务态度很好
593,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 08:37:08,电脑非常棒，在官网查了序列号是正品，支持京东！
594,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 08:28:03,还行吧，但是总感觉少了点什么，不过送货时服务是真的好
595,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 07:54:06,用了一段时间，我觉得挺好。MACBOOK的显示器和系统真的屌爆了！
596,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 07:26:17,目前还不错，就是用起来不习惯
597,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 06:10:30,还是京东的商品靠谱，一直信赖。值得购买。下次还会再来光顾。
598,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-29 00:12:17,很不错
599,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 23:14:18,很好，很不错，一直信耐这款，京东物流快，价格实惠。
600,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 23:14:04,很好，很不错，一直信耐这款，京东物流快，价格实惠。
601,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 22:16:01,整体还不错，初次体验苹果系统，还行。接口有点难过！
602,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 21:54:09,整体感觉还不错
603,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 21:50:55,一如继往的非常棒，特别是屏幕效果贼好。
604,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 21:44:33,京东快递一如既往的快，正在测试还不错
605,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 21:43:12,618买的，从win转mac刚开始不习惯，用了几周了，工作效率提高了不少，多平台无缝接力真是太棒了?
606,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 21:11:34,第一次用苹果 就选择了她 感觉体验好极了 尤其是新增的bar 棒棒哒?
607,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 21:10:14,幸亏买了苹果
608,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 20:18:26,好 好好
609,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 19:39:43,好看，没想到13寸的有点小了，不过我不常用电脑，买这，完全是因为苹果系统用久了也不会卡，不用我常常换电脑，不过这个触控板还是挺让我担心的，方便是方便，但是怕坏。一拿到就发现电源线的脏了，心里咯噔一下，买到翻新机了？赶紧查了查序列号，还好还好3个月电话技术，1年的质保都在，第一次在东京买，挺担心的，还好没让我失望。
610,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 19:07:04,物品不错 买给小侄女当礼物的 小姑娘很满意
611,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-28 18:27:35,还没开箱，希望会很好用
